Colonne1,code_region,region_x,continent,annee,agriculture,autres_sources,dechets,foret,procedes_industriels_utilisation_produits,secteur_residentiel_commercial_institutionnel_AFP,source_utilisation_terres,transport,energies,emissions_totale,variation_temperature,ecart_type,region,population_totale
449,5504,Polyn√©sie,Océanie,2000,305.0388,11.687999999999999,120.3928,-4568.9007,24.4554,66.2528,65.7204,387.2925,387.3854,-3200.6746,0.32299999999999995,0.221,Polyn√©sie,616405.0
450,5504,Polyn√©sie,Océanie,2001,313.218,11.5251,122.5238,-2566.2705,24.7473,65.12100000000001,65.8152,378.9783,388.32800000000003,-1196.0138,0.445,0.221,Polyn√©sie,623013.0
451,5504,Polyn√©sie,Océanie,2002,285.1545,10.3652,124.3704,-2566.3334,25.2286,73.7397,66.3531,335.3466,331.7552,-1314.0200999999997,0.66,0.221,Polyn√©sie,629569.0
452,5504,Polyn√©sie,Océanie,2003,309.1426,11.245999999999999,126.1196,-2566.3969,25.6193,108.3625,69.2666,360.2643,349.9507,-1206.4253000000008,0.41100000000000003,0.221,Polyn√©sie,635816.0
453,5504,Polyn√©sie,Océanie,2004,296.3899,11.0159,127.947,-2566.4611,25.9889,116.492,66.0058,347.3393,358.3942,-1216.8881000000003,0.174,0.221,Polyn√©sie,641335.0
454,5504,Polyn√©sie,Océanie,2005,290.1608,11.1997,129.8416,-2566.526,26.3545,107.6482,66.0707,358.8501,371.5307,-1204.8697,0.45899999999999996,0.221,Polyn√©sie,645878.0
455,5504,Polyn√©sie,Océanie,2006,288.2429,10.9567,131.7993,-3627.8809,26.8602,117.3177,94.2122,346.418,357.12300000000005,-2254.9509,0.32299999999999995,0.221,Polyn√©sie,649348.0000000001
456,5504,Polyn√©sie,Océanie,2007,288.8127,11.1741,134.1758,-3628.3747,27.2553,139.922,94.706,359.1762,331.4495,-2241.7030999999997,0.583,0.221,Polyn√©sie,651851.0
457,5504,Polyn√©sie,Océanie,2008,290.5389,11.4875,136.9624,-3628.8737,27.6536,151.2104,95.205,359.1661,345.3897,-2211.2601,-0.22699999999999998,0.221,Polyn√©sie,653665.9999999999
458,5504,Polyn√©sie,Océanie,2009,317.1344,11.5834,139.9581,-3629.3781,28.1481,165.7312,95.7093,359.0214,336.236,-2175.8561999999997,0.513,0.221,Polyn√©sie,655233.0000000001
459,5504,Polyn√©sie,Océanie,2010,309.4549,11.6794,143.2218,-3629.8878,28.5535,180.2519,96.2191,358.6967,327.2824,-2174.5281,0.282,0.221,Polyn√©sie,656837.0
