Colonne1,code_region,region_x,continent,annee,agriculture,autres_sources,dechets,foret,procedes_industriels_utilisation_produits,secteur_residentiel_commercial_institutionnel_AFP,source_utilisation_terres,transport,energies,emissions_totale,variation_temperature,ecart_type,region,population_totale
0,5101,Afrique de l'Est,Afrique,1990,213806.9994,8092.767,19437.3238,2926.2145,4280.3615,21519.0804,858348.7692,11677.4834,29633.4361,1169722.4353,0.466,0.24100000000000002,Afrique de l'Est,191675751.99999997
1,5101,Afrique de l'Est,Afrique,1991,209740.1612,5898.897,20090.736,2972.6834,4384.5286,22967.3231,858302.3003,11040.4994,32236.7717,1167633.9007,0.41100000000000003,0.24100000000000002,Afrique de l'Est,197023078.0
2,5101,Afrique de l'Est,Afrique,1992,210113.6893,10945.5124,20732.8091,3020.0885,4031.6083,24227.8173,858254.8952,11863.0169,32353.4168,1175542.8538,0.419,0.24100000000000002,Afrique de l'Est,202306215.0
3,5101,Afrique de l'Est,Afrique,1993,203927.9355,5017.1895,21462.156000000003,4644.3406,4151.21,26232.5338,856630.6432,11900.8487,31701.2499,1165668.1072,0.267,0.24100000000000002,Afrique de l'Est,207616920.0
4,5101,Afrique de l'Est,Afrique,1994,205275.8157,6278.3529,22200.9902,4711.0966,4103.4685,27397.5459,856563.8871,12230.7041,31150.1545,1169912.0155,0.35100000000000003,0.24100000000000002,Afrique de l'Est,213087957.0
5,5101,Afrique de l'Est,Afrique,1995,209130.7068,6748.9695,22965.9916,4779.5731,4537.4843,29179.377999999997,856495.4106,13326.3011,30569.5247,1177733.3397000001,0.675,0.24100000000000002,Afrique de l'Est,218816136.00000003
6,5101,Afrique de l'Est,Afrique,1996,210188.5795,5446.5499,23753.4151,4849.9714,5068.0298,29867.0338,900686.618,13839.2279,29989.1048,1223688.5302000002,0.49,0.24100000000000002,Afrique de l'Est,224836609.0
7,5101,Afrique de l'Est,Afrique,1997,211036.1905,5141.1785,24568.1145,4922.5224,5013.9293,30382.8357,848494.1479999999,13661.0878,30139.9896,1173359.9963,0.46,0.24100000000000002,Afrique de l'Est,231124313.99999997
8,5101,Afrique de l'Est,Afrique,1998,225695.0958,6939.7458,25441.2181,4997.4932,4734.7071,29699.0187,875199.152,14180.7156,32257.8304,1219144.9767,0.8420000000000001,0.24100000000000002,Afrique de l'Est,237643440.0
9,5101,Afrique de l'Est,Afrique,1999,224585.121,5738.0512,26245.6813,5075.1945,4661.6990000000005,30382.6448,832814.9890000001,14889.4538,33313.769,1177706.6036000003,0.366,0.24100000000000002,Afrique de l'Est,244333812.0
10,5101,Afrique de l'Est,Afrique,2000,214118.7344,5706.3441,27133.8332,5155.9906,4833.4545,30497.1767,845136.7275,14429.6102,33798.3215,1180810.1927,0.525,0.24100000000000002,Afrique de l'Est,251153970.0
11,5101,Afrique de l'Est,Afrique,2001,223565.9896,5705.5016,27971.5509,-62076.4735,5230.5695,30581.0447,768305.4399,15450.7677,35491.1734,1050225.5638,0.493,0.24100000000000002,Afrique de l'Est,258101532.0
12,5101,Afrique de l'Est,Afrique,2002,226191.6647,5222.304,28782.4696,-62028.0135,5320.9215,30846.7539,747219.8487,15435.3317,35741.6589,1032732.9395,0.823,0.24100000000000002,Afrique de l'Est,265202145.00000003
13,5101,Afrique de l'Est,Afrique,2003,239309.27899999998,5715.9696,29575.1798,-61978.818,6011.5042,32112.2693,792345.4562,15876.9112,35019.7584,1093987.5096999998,0.877,0.24100000000000002,Afrique de l'Est,272475547.0
14,5101,Afrique de l'Est,Afrique,2004,239386.4042,5217.402,30415.7926,-61928.8783,6462.3832,31462.1026,819586.4028,16204.9348,37509.502,1124316.0459,0.6509999999999999,0.24100000000000002,Afrique de l'Est,279950148.0
15,5101,Afrique de l'Est,Afrique,2005,252378.8222,6624.0716,31289.8795,-61878.1868,6859.562,32465.3764,884376.2115,17525.3668,40110.3097,1209751.4129,1.0070000000000001,0.24100000000000002,Afrique de l'Est,287649485.0
16,5101,Afrique de l'Est,Afrique,2006,243297.3392,4780.1071,32163.5176,-60713.8374,6917.0029,33185.337,808889.9965,18997.6502,41488.9324,1129006.0455,0.795,0.24100000000000002,Afrique de l'Est,295577930.0
17,5101,Afrique de l'Est,Afrique,2007,274213.8529,5974.3862,33059.3878,-60753.9537,7194.0997,34435.7632,798659.0059999999,19831.5536,43823.0988,1156437.1945,0.684,0.24100000000000002,Afrique de l'Est,303738066.0
18,5101,Afrique de l'Est,Afrique,2008,286592.3153,3540.9962,33767.1251,-60796.5159,7335.8501,34825.9643,822506.0845,19919.1329,45732.9933,1193423.9458,0.475,0.24100000000000002,Afrique de l'Est,312149426.99999994
19,5101,Afrique de l'Est,Afrique,2009,287726.4856,3991.0617,34689.7294,-60841.8563,7469.9616,36151.3593,767196.7091,20192.4889,48345.9599,1144921.8991999999,0.924,0.24100000000000002,Afrique de l'Est,320834663.0
20,5101,Afrique de l'Est,Afrique,2010,300491.7737,4393.0149,35616.7745,-60890.37,7886.1388,37322.0871,797875.2621,21763.8779,50765.9209,1195224.4799000002,1.0070000000000001,0.24100000000000002,Afrique de l'Est,329809469.0
21,5102,Afrique Centrale,Afrique,1990,88866.1214,16775.3647,8727.4729,7353.9379,3080.1962,9006.0971,427254.559,4520.8811,34635.5629,600220.1932,0.396,0.215,Afrique Centrale,70855105.0
22,5102,Afrique Centrale,Afrique,1991,89182.4944,11642.794,9023.8297,7364.7123,2958.8232,9194.3817,427243.7846,4520.6625,34759.0424,595890.5248,0.35100000000000003,0.215,Afrique Centrale,73283542.0
23,5102,Afrique Centrale,Afrique,1992,89628.7224,20768.3215,9342.97,7375.5873,2918.7685,9134.8472,427232.9096,4352.9449,35962.6465,606717.7179,0.057999999999999996,0.215,Afrique Centrale,75871136.0
24,5102,Afrique Centrale,Afrique,1993,89587.1454,10539.2122,9635.2641,7386.565,2906.3216,9409.9443,427221.9319,4493.2007,37191.0514,598370.6366000001,0.195,0.215,Afrique Centrale,78544394.0
25,5102,Afrique Centrale,Afrique,1994,89793.31199999999,12523.1736,9939.7226,7397.648,2875.0975,9898.343,427210.8489,4730.0603,33183.1321,597551.338,0.249,0.215,Afrique Centrale,81201899.0
26,5102,Afrique Centrale,Afrique,1995,89961.0973,13861.9981,10196.4332,7408.8387,2655.7332,10027.7734,427199.6583,4209.8162,38137.4774,603658.8258,0.493,0.215,Afrique Centrale,83775158.0
27,5102,Afrique Centrale,Afrique,1996,88827.3856,11537.0172,10508.6809,7420.1396,2704.9732,10362.6682,430852.4717,4162.6218,44319.9238,610695.8819999999,0.248,0.215,Afrique Centrale,86236406.99999999
28,5102,Afrique Centrale,Afrique,1997,89061.913,10217.9888,10821.3316,7431.5536,2725.0864,10546.1851,435129.8795,4263.4862,45828.6652,616026.0894,0.514,0.215,Afrique Centrale,88620038.0
29,5102,Afrique Centrale,Afrique,1998,95447.1586,8501.9931,11148.3132,7443.0833,2806.4803,10915.5341,454634.5274,4192.7515,50027.364,645117.2054999999,1.073,0.215,Afrique Centrale,90996924.0
30,5102,Afrique Centrale,Afrique,1999,90634.1039,7542.6361,11480.5691,7454.7316,2896.0561,11173.3049,440155.0236,4247.1351,50095.4684,625679.0288,0.423,0.215,Afrique Centrale,93469838.0
31,5102,Afrique Centrale,Afrique,2000,96763.0419,9213.4475,11850.3027,7466.5015,2885.4627,11209.9642,431675.6664,4499.8801,49720.9677,625285.2347,0.36,0.215,Afrique Centrale,96115539.0
32,5102,Afrique Centrale,Afrique,2001,95549.8554,10200.3194,12312.4158,6301.5534,3436.4141,11254.9263,396818.9313,4843.7688,49399.3736,590117.5581,0.354,0.215,Afrique Centrale,98955634.0
33,5102,Afrique Centrale,Afrique,2002,92934.0717,8649.753,12695.2646,6306.3869,3370.8083,11399.5001,415010.56200000003,5159.0254,45641.2246,601166.5966,0.7170000000000001,0.215,Afrique Centrale,101974579.0
34,5102,Afrique Centrale,Afrique,2003,105895.5384,7925.1555,13125.5646,6311.2413,3564.8598,11757.9342,422647.9699,7046.4693,46761.1013,625035.8343,0.687,0.215,Afrique Centrale,105166975.0
35,5102,Afrique Centrale,Afrique,2004,102382.8341,8712.6867,13561.2842,6316.1171,3745.2163,11816.3562,436511.0282,7078.0138,49194.3179,639317.8545,0.579,0.215,Afrique Centrale,108515938.00000001
36,5102,Afrique Centrale,Afrique,2005,106180.805,8297.8587,14004.9537,6321.0149,4136.1389,11816.0853,439453.4124,6468.2675,50035.1482,646713.6846,0.812,0.215,Afrique Centrale,112008261.0
37,5102,Afrique Centrale,Afrique,2006,103163.5006,20627.9434,14467.7514,3053.1264,4192.576,12800.058,434881.2098,7145.9490000000005,48001.8815,648333.9961,0.743,0.215,Afrique Centrale,115648275.0
38,5102,Afrique Centrale,Afrique,2007,102227.3705,37547.9614,14477.2715,3055.2228,4202.5554,13210.2236,446246.0506,8541.6068,46978.3556,676486.6182,0.7440000000000001,0.215,Afrique Centrale,119442043.0
39,5102,Afrique Centrale,Afrique,2008,102429.6475,19995.4225,14572.6866,3057.303,4244.885,13984.0265,431985.8112,7826.3331,48025.9087,646122.0241000002,0.447,0.215,Afrique Centrale,123378435.0
40,5102,Afrique Centrale,Afrique,2009,96240.1691,17549.9392,14736.1736,3059.3698,4194.5538,14838.7915,432310.9146,8876.8366,49152.1508,640958.899,1.045,0.215,Afrique Centrale,127442340.0
41,5102,Afrique Centrale,Afrique,2010,99996.0669,19555.6943,14811.1737,3061.4262,4335.431,15285.7009,438977.43299999996,10824.5171,48013.1546,654860.5977,1.1179999999999999,0.215,Afrique Centrale,131622125.99999999
42,5103,Afrique du Nord,Afrique,1990,108992.2359,3707.7453,19020.5414,-39247.0389,29142.933999999997,35211.2678,227717.42,41691.1427,206946.97199999998,633183.2202,0.484,0.266,Afrique du Nord,145237434.0
43,5103,Afrique du Nord,Afrique,1991,111901.4024,2893.4269,19622.4498,-39385.5986,30833.6472,37188.2891,227855.9797,42461.0476,210849.063,644219.7071,0.4,0.266,Afrique du Nord,148593525.99999997
44,5103,Afrique du Nord,Afrique,1992,117856.0247,3428.7241,20234.6592,-39525.7211,32746.1499,38430.5473,227996.1022,43397.5009,217696.8063,662260.7934999999,-0.162,0.266,Afrique du Nord,151904720.0
45,5103,Afrique du Nord,Afrique,1993,122955.2275,3211.7397,20818.5058,-39667.4339,31161.4244,38744.4862,228137.815,45339.3925,218891.7821,669592.9393,0.45299999999999996,0.266,Afrique du Nord,155175303.0
46,5103,Afrique du Nord,Afrique,1994,126215.8384,3220.2118,21500.2034,-39810.765,31716.3319,40376.6484,228281.1462,48483.8499,215606.423,675589.888,0.536,0.266,Afrique du Nord,158413933.00000003
47,5103,Afrique du Nord,Afrique,1995,129266.2237,3634.868,22128.905,-39955.7433,32277.6491,41367.2653,228426.1244,49962.9178,229104.771,696212.981,0.5329999999999999,0.266,Afrique du Nord,161628729.0
48,5103,Afrique du Nord,Afrique,1996,131638.9894,3508.4665,22736.3231,-40102.398,33141.6994,42038.1103,228174.4202,51415.4087,233715.1887,706266.2083,0.636,0.266,Afrique du Nord,164823435.0
49,5103,Afrique du Nord,Afrique,1997,134518.5987,3652.8844,23310.4007,-40250.7591,32993.1146,42571.4834,238015.9147,53975.4681,235647.6172,724434.7227,0.805,0.266,Afrique du Nord,168001362.0
50,5103,Afrique du Nord,Afrique,1998,140805.5476,3565.9139,23929.9338,-40400.8572,33811.817,45703.2307,253895.7909,56732.5959,237472.551,755516.5236000001,1.0,0.266,Afrique du Nord,171170648.99999997
51,5103,Afrique du Nord,Afrique,1999,145205.106,3992.7292,24553.0269,-40552.7236,35596.8223,47242.1343,247232.5319,58923.3511,244666.2178,766859.1958999999,1.0490000000000002,0.266,Afrique du Nord,174340933.99999997
52,5103,Afrique du Nord,Afrique,2000,151760.4529,3935.8232,25123.2084,-40706.3903,37106.7301,48897.5204,245916.3526,61562.492999999995,253239.9239,786836.1142,0.615,0.266,Afrique du Nord,177522243.00000003
53,5103,Afrique du Nord,Afrique,2001,147411.5526,3844.6859,25779.8041,61306.8835,38945.8095,50638.3761,208028.4185,61480.0051,253030.11,850465.6453,1.263,0.266,Afrique du Nord,180723182.0
54,5103,Afrique du Nord,Afrique,2002,157398.5931,4108.0468,26418.6116,61966.3972,40580.9485,52844.36,264026.0422,62542.9235,267873.4249,937759.3478000001,1.09,0.266,Afrique du Nord,183953491.0
55,5103,Afrique du Nord,Afrique,2003,161338.1032,3957.6765,27095.3513,62633.9479,40090.1563,54290.28599999999,181007.4764,65625.4676,285166.5035,881204.9687,1.091,0.266,Afrique du Nord,187226324.0
56,5103,Afrique du Nord,Afrique,2004,163324.8215,4061.1495,27741.4685,63309.6836,42651.3174,60517.2037,222204.4137,74385.8902,289992.8286,948188.7767,0.915,0.266,Afrique du Nord,190556221.99999997
57,5103,Afrique du Nord,Afrique,2005,168755.5049,4544.3119,28327.6295,63993.7556,44966.7272,66645.7714,197466.3325,75249.2463,311844.2838,961793.5631,0.9279999999999999,0.266,Afrique du Nord,193957202.0
58,5103,Afrique du Nord,Afrique,2006,160575.3332,6785.7893,28993.7019,-37859.1956,47430.3272,68064.8992,217662.9632,79410.2057,324679.1164,895743.1405,1.089,0.266,Afrique du Nord,197429013.0
59,5103,Afrique du Nord,Afrique,2007,168928.6097,12614.827,28282.8264,-38032.8342,49556.0564,72654.6956,194653.7884,86335.2545,326785.7387,901778.9625,0.87,0.266,Afrique du Nord,200980251.00000003
60,5103,Afrique du Nord,Afrique,2008,170264.8343,8975.6051,28641.742000000002,-38208.6541,51739.6238,75492.1435,229101.3865,88146.1325,332538.2117,946691.0253,1.03,0.266,Afrique du Nord,204643088.00000003
61,5103,Afrique du Nord,Afrique,2009,168744.3054,10723.9444,29003.9741,-38386.6968,54702.1074,68492.1973,311383.0207,107822.9086,329014.6862,1041500.4473,1.095,0.266,Afrique du Nord,208457535.0
62,5103,Afrique du Nord,Afrique,2010,163441.0912,12275.4233,29379.9023,-38567.0047,60480.3465,73607.6339,229722.9232,105713.5546,338798.6776,974852.5479000001,1.8659999999999999,0.266,Afrique du Nord,212448637.0
63,5104,Afrique du Sud,Afrique,1990,48554.3405,2462.8763,9793.2083,-18386.9964,12434.2128,17789.7808,75476.8843,31005.9887,239990.2601,419120.5554,0.474,0.256,Afrique du Sud,42046337.0
64,5104,Afrique du Sud,Afrique,1991,48394.1694,2287.356,10017.0163,-18515.5768,11805.4763,18595.2798,75605.4647,31050.3848,234594.40899999999,413833.9795,0.266,0.256,Afrique du Sud,43109465.0
65,5104,Afrique du Sud,Afrique,1992,47475.4138,2714.3797,10152.4635,-18646.4663,12596.8529,18502.5795,75736.3542,31527.4823,240769.6304,420828.69,0.733,0.256,Afrique du Sud,44202397.00000001
66,5104,Afrique du Sud,Afrique,1993,46606.5033,2225.8733,10543.284,-18779.7234,13733.9056,23779.3438,75869.6113,31747.4445,231606.392,417332.6344,0.684,0.256,Afrique du Sud,45297903.0
67,5104,Afrique du Sud,Afrique,1994,46217.8279,2394.2915,10882.54,-18915.4091,14886.976999999999,23519.5865,76005.297,32909.811,237504.7433,425405.6651,0.115,0.256,Afrique du Sud,46358884.00000001
68,5104,Afrique du Sud,Afrique,1995,46625.2761,2515.6773,10881.6515,-19053.5865,15021.5402,22432.1335,76143.4744,36813.7929,249877.9299,441257.8893,0.615,0.256,Afrique du Sud,47358236.0
69,5104,Afrique du Sud,Afrique,1996,49325.4866,2436.2871,11502.5327,-19194.321,17214.4693,20183.6476,88228.641,36513.3408,260707.5195,466917.60360000003,-0.055999999999999994,0.256,Afrique du Sud,48288918.0
70,5104,Afrique du Sud,Afrique,1997,48923.7277,2479.1556,11596.2619,-19337.6806,19706.9724,20109.9978,99047.2465,37490.3116,276160.86199999996,496176.8549,0.168,0.256,Afrique du Sud,49157388.0
71,5104,Afrique du Sud,Afrique,1998,49060.0357,2424.6138,12287.195,-19483.7357,18840.8639,17380.9789,110309.0119,38319.8645,288023.8783,517162.70629999996,0.747,0.256,Afrique du Sud,49967157.0
72,5104,Afrique du Sud,Afrique,1999,49095.7249,2389.494,12710.8539,-19632.5594,17696.4742,16023.6605,94229.7377,38647.1633,269103.0463,480263.5954,1.014,0.256,Afrique du Sud,50726505.0
73,5104,Afrique du Sud,Afrique,2000,49459.7332,2462.7853,12930.731000000002,-19784.2277,16763.7451,15067.241000000002,82211.601,38695.9226,276745.1777,474552.7092,0.25,0.256,Afrique du Sud,51443852.0
74,5104,Afrique du Sud,Afrique,2001,49276.1188,2535.2265,13417.3885,-18800.3447,16261.1956,21548.0797,63040.2699,39098.094,257168.49899999998,443544.52729999996,0.42,0.256,Afrique du Sud,52118973.0
75,5104,Afrique du Sud,Afrique,2002,48230.2374,2638.2659999999996,13655.8629,-18961.5715,17621.0439,24629.7826,138679.5034,40441.6513,266246.9256,533181.7016,0.33799999999999997,0.256,Afrique du Sud,52755965.99999999
76,5104,Afrique du Sud,Afrique,2003,42065.0064,2518.1322,13888.2855,-19125.9642,18663.1204,26699.8543,76497.8182,42015.7146,291959.2499,495181.2173,0.37200000000000005,0.256,Afrique du Sud,53373861.0
77,5104,Afrique du Sud,Afrique,2004,42178.4675,2627.1561,14179.2106,-19293.6133,19948.69,29466.3792,55666.127,45632.0765,308012.978,498417.4716,0.564,0.256,Afrique du Sud,53997108.0
78,5104,Afrique du Sud,Afrique,2005,44780.5417,2645.7573,14412.1355,-19464.6133,19534.1728,30430.5464,80200.0155,47099.827000000005,307724.8057,527363.1886,1.028,0.256,Afrique du Sud,54644692.0
79,5104,Afrique du Sud,Afrique,2006,46840.3084,2289.7476,14677.4361,-18046.2966,20030.8846,32898.4622,61170.1149,48369.5129,305916.8065,514146.97660000005,0.10800000000000001,0.256,Afrique du Sud,55322715.0
80,5104,Afrique du Sud,Afrique,2007,44557.0723,2392.9779,14869.3643,-18216.7211,20450.4143,30337.3915,83312.6131,50749.6471,316513.0856,544965.845,0.569,0.256,Afrique du Sud,56031306.0
81,5104,Afrique du Sud,Afrique,2008,50661.0269,2283.715,15146.8536,-18390.6467,19025.085,33471.9548,61679.5559,55132.7713,304432.1292,523442.44500000007,0.47700000000000004,0.256,Afrique du Sud,56775578.0
82,5104,Afrique du Sud,Afrique,2009,46470.1891,2191.5576,15241.2912,-18568.1796,18063.5305,32515.6223,47865.0078,54120.4851,287116.7691,485016.2731,0.575,0.256,Afrique du Sud,57559151.0
83,5104,Afrique du Sud,Afrique,2010,54513.7861,2153.5944,15164.8954,-18749.4302,19663.6916,17392.0331,48140.0334,42672.7414,296632.0616,477583.4068,0.66,0.256,Afrique du Sud,58383361.0
84,5105,Afrique de l'Ouest,Afrique,1990,109033.2075,3605.3016,20059.6832,13460.8558,5426.0486,18841.1833,288356.9346,18269.8315,90869.5537,567922.5998,0.35700000000000004,0.301,Afrique de l'Ouest,180535011.00000003
85,5105,Afrique de l'Ouest,Afrique,1991,111914.2051,2626.3256,20782.75,13658.3593,5691.1078,18809.3008,288159.4311,21367.5701,97677.0082,580686.0580000001,0.401,0.301,Afrique de l'Ouest,185334386.00000003
86,5105,Afrique de l'Ouest,Afrique,1992,113315.3899,3329.8314,21553.1734,13865.3198,5791.9874,20374.3618,287952.4706,25508.2292,107281.6933,598972.4568,-0.006,0.301,Afrique de l'Ouest,190227587.0
87,5105,Afrique de l'Ouest,Afrique,1993,115913.7218,2969.3988,22342.266,14082.4435,5652.9069,20264.1451,287735.3469,22829.4613,110375.8144,602165.5047,0.43799999999999994,0.301,Afrique de l'Ouest,195234763.0
88,5105,Afrique de l'Ouest,Afrique,1994,118630.6345,2874.7027,23055.7246,14310.508999999998,4297.2321,20405.0228,287507.2814,19847.0128,102919.4105,593847.5304,0.098,0.301,Afrique de l'Ouest,200382670.0
89,5105,Afrique de l'Ouest,Afrique,1995,120603.5649,3319.717,23910.3647,14550.377,4339.1295,21635.026,287267.4135,19651.1526,110732.2583,606009.0035000001,0.341,0.301,Afrique de l'Ouest,205691819.0
90,5105,Afrique de l'Ouest,Afrique,1996,122740.4335,3275.9871,24728.9976,14803.0013,5155.89,22365.7813,287733.4403,22051.8372,129542.7623,632398.1306,0.7120000000000001,0.301,Afrique de l'Ouest,211175746.0
