Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1992","1992","gigagrammes","2918.7685","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1993","1993","gigagrammes","2906.3216","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1994","1994","gigagrammes","2875.0975","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1995","1995","gigagrammes","2655.7332","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1996","1996","gigagrammes","2704.9732","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1997","1997","gigagrammes","2725.0864","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1998","1998","gigagrammes","2806.4803","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","1999","1999","gigagrammes","2896.0561","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2000","2000","gigagrammes","2885.4627","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2001","2001","gigagrammes","3436.4141","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2002","2002","gigagrammes","3370.8083","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2003","2003","gigagrammes","3564.8598","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2004","2004","gigagrammes","3745.2163","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2005","2005","gigagrammes","4136.1389","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2006","2006","gigagrammes","4192.576","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2007","2007","gigagrammes","4202.5554","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2008","2008","gigagrammes","4244.885","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2009","2009","gigagrammes","4194.5538","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6817","Procédés industriels et utilisation des produits","2010","2010","gigagrammes","4335.431","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1990","1990","gigagrammes","8727.4729","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1991","1991","gigagrammes","9023.8297","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1992","1992","gigagrammes","9342.97","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1993","1993","gigagrammes","9635.2641","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1994","1994","gigagrammes","9939.7226","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1995","1995","gigagrammes","10196.4332","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1996","1996","gigagrammes","10508.6809","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1997","1997","gigagrammes","10821.3316","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1998","1998","gigagrammes","11148.3132","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","1999","1999","gigagrammes","11480.5691","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2000","2000","gigagrammes","11850.3027","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2001","2001","gigagrammes","12312.4158","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2002","2002","gigagrammes","12695.2646","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2003","2003","gigagrammes","13125.5646","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2004","2004","gigagrammes","13561.2842","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2005","2005","gigagrammes","14004.9537","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2006","2006","gigagrammes","14467.7514","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2007","2007","gigagrammes","14477.2715","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2008","2008","gigagrammes","14572.6866","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2009","2009","gigagrammes","14736.1736","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6818","Déchets","2010","2010","gigagrammes","14811.1737","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1990","1990","gigagrammes","16775.3647","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1991","1991","gigagrammes","11642.794","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1992","1992","gigagrammes","20768.3215","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1993","1993","gigagrammes","10539.2122","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1994","1994","gigagrammes","12523.1736","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1995","1995","gigagrammes","13861.9981","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1996","1996","gigagrammes","11537.0172","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1997","1997","gigagrammes","10217.9888","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1998","1998","gigagrammes","8501.9931","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","1999","1999","gigagrammes","7542.6361","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2000","2000","gigagrammes","9213.4475","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2001","2001","gigagrammes","10200.3194","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2002","2002","gigagrammes","8649.753","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2003","2003","gigagrammes","7925.1555","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2004","2004","gigagrammes","8712.6867","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2005","2005","gigagrammes","8297.8587","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2006","2006","gigagrammes","20627.9434","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2007","2007","gigagrammes","37547.9614","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2008","2008","gigagrammes","19995.4225","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2009","2009","gigagrammes","17549.9392","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6819","Autres sources","2010","2010","gigagrammes","19555.6943","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1990","1990","gigagrammes","88866.1214","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1991","1991","gigagrammes","89182.4944","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1992","1992","gigagrammes","89628.7224","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1993","1993","gigagrammes","89587.1454","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1994","1994","gigagrammes","89793.312","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1995","1995","gigagrammes","89961.0973","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1996","1996","gigagrammes","88827.3856","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1997","1997","gigagrammes","89061.913","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1998","1998","gigagrammes","95447.1586","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","1999","1999","gigagrammes","90634.1039","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2000","2000","gigagrammes","96763.0419","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrammes","95549.8554","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrammes","92934.0717","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrammes","105895.5384","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrammes","102382.8341","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrammes","106180.805","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrammes","103163.5006","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrammes","102227.3705","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrammes","102429.6475","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrammes","96240.1691","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrammes","99996.0669","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1990","1990","gigagrammes","427254.559","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1991","1991","gigagrammes","427243.7846","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1992","1992","gigagrammes","427232.9096","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1993","1993","gigagrammes","427221.9319","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1994","1994","gigagrammes","427210.8489","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1995","1995","gigagrammes","427199.6583","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1996","1996","gigagrammes","430852.4717","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1997","1997","gigagrammes","435129.8795","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1998","1998","gigagrammes","454634.5274","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","1999","1999","gigagrammes","440155.0236","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2000","2000","gigagrammes","431675.6664","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2001","2001","gigagrammes","396818.9313","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2002","2002","gigagrammes","415010.562","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2003","2003","gigagrammes","422647.9699","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2004","2004","gigagrammes","436511.0282","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2005","2005","gigagrammes","439453.4124","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2006","2006","gigagrammes","434881.2098","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2007","2007","gigagrammes","446246.0506","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2008","2008","gigagrammes","431985.8112","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2009","2009","gigagrammes","432310.9146","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6822","Sources de utilisation des terres","2010","2010","gigagrammes","438977.433","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1990","1990","gigagrammes","7353.9379","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1991","1991","gigagrammes","7364.7123","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1992","1992","gigagrammes","7375.5873","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1993","1993","gigagrammes","7386.565","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1994","1994","gigagrammes","7397.648","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1995","1995","gigagrammes","7408.8387","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1996","1996","gigagrammes","7420.1396","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1997","1997","gigagrammes","7431.5536","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1998","1998","gigagrammes","7443.0833","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","1999","1999","gigagrammes","7454.7316","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2000","2000","gigagrammes","7466.5015","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2001","2001","gigagrammes","6301.5534","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2002","2002","gigagrammes","6306.3869","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2003","2003","gigagrammes","6311.2413","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2004","2004","gigagrammes","6316.1171","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2005","2005","gigagrammes","6321.0149","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2006","2006","gigagrammes","3053.1264","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2007","2007","gigagrammes","3055.2228","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2008","2008","gigagrammes","3057.303","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2009","2009","gigagrammes","3059.3698","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5102","Afrique Centrale","7231","Émissions (CO2eq)","6661","Forêt","2010","2010","gigagrammes","3061.4262","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5103","Afrique du Nord","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1990","1990","gigagrammes","206946.972","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5103","Afrique du Nord","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1991","1991","gigagrammes","210849.063","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5103","Afrique du Nord","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1992","1992","gigagrammes","217696.8063","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5103","Afrique du Nord","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1993","1993","gigagrammes","218891.7821","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"EM","Emissions par secteur","5103","Afrique du Nord","7231","Émissions (CO2eq)","6814","Énergie (industries énergétiques, manufacturières, construction et émissions fugitives)","1994","1994","gigagrammes","215606.423","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
